answers,cd,code,content
 ANSWERS:4033 | 4031 | 4037 | 2018,D08,01-69a-2a5,  Có bao nhiêu giá trị nguyên của \(x\) trong đoạn \(\left[ { - 2018;2018} \right]\) thỏa mãn bất phương trình   \(\log {}_{\frac{\pi }{4}}\left[ {{{\log }_2}\left( {x + \sqrt {2{x^2} - x} } \right)} \right] < 0?\) 
 ANSWERS: \(\frac{{x - 1}}{{ - 3}} = \frac{{y - 2}}{{ - 2}} = \frac{{z - 3}}{5}\)   |  \(\frac{{x - 1}}{{ - 3}} = \frac{{y - 2}}{2} = \frac{{z - 3}}{5}\)   |  \(\frac{{x - 1}}{{ - 3}} = \frac{{y - 2}}{1} = \frac{{z - 3}}{5}\)   |  \(\frac{{x - 1}}{3} = \frac{{y - 2}}{1} = \frac{{z - 3}}{5}\)  ,H07,H07-05a-0a25, Viết phương trình đường thẳng \(\left( d \right)\)  biết \(\left( d \right)\)  đi qua điểm  \(M\left( {1;2;3} \right)\)  và song song với 2 mặt phẳng  \(\left( P \right):2x + y + z + 3 = 0\)  và \(\left( Q \right)x + 3y - 8 = 0\)  
 ANSWERS: M trùng B  |  M là trung điểm của BC  |  M trùng C  |  M trùng A ,H03,02-15a-4a16,"  Cho tứ diện  \(ABCD\)  có  \(AD = AB = 4a,BD = 2a,BC = 2a\) . Lấy điểm M thuộc BC.  \(BM = x\) . Mặt phẳng  \(\left( P \right)\) đi qua M và song song với  \(\left( {ABD} \right)\) . Dựng (P),tìm thiết diện của tứ diện cắt bởi  \(\left( P \right)\) .  Tìm vị trí của M để diện tích của thiết diện đạt max"
 ANSWERS: \({24^o}5'\)   |  \({22^o}12'\)   |  \({67^o}47'\)   |  \({65^o}54'\)  ,H03,H03-02c-6b," Cho hình chóp S.ABC.SA ⊥ đáy.SA = a, AC = 2a. Kẻ CE vuông góc với AB.Kẻ AF vuông góc với SE. Biết  \(\widehat {ACE} = {45^o}\)  . Tính \(\widehat {FAC}\)  ."
 ANSWERS: \(\frac{{\sqrt 3 }}{4}{a^2}\)  | 0 |  \(\frac{{\sqrt 3 }}{2}{a^2}\)  |  \(\frac{1}{2}{a^2}\) ,H04,02-26a-4a3,  Cho tứ diện đều ABCD cạnh 2a.  \(BH \bot CD\) . Tính  \(\overrightarrow {HA} .\overrightarrow {HC} \) 
" ANSWERS: \(\sqrt 3 \,x + y + \sqrt 3 \,z - 5\sqrt 3 = 0\)  |  \(\,x + y\sqrt 3 + 2\,z - 8 = 0\)  |  \(2\sqrt 3 \,x + y - \sqrt 3 \,z - 6\sqrt 3 = 0\)  |  \(2x + y\sqrt 3 - 4\,z - 5 = 0\) ",H08,01-69a-4a2,"  Cho điểm  \(M\left( {3;\sqrt 3 ;1} \right)\) . Lập phương trình mặt phẳng (P) qua M cắt các tia Ox, Oy, Oz lần lượt tại A, B, C sao cho tam giác ABC cân tại B có  \(AB = AC\sqrt 2 \) ."
 ANSWERS: \(\frac{a}{{\sqrt 2 }}\)   |  \(\frac{a}{{2\sqrt 2 }}\)   |  \(\frac{a}{2}\)   |  \(a\sqrt 2 \)  ,H04,00-12b-3a11, Cho hình lập phương ABCD.A’B’C’D’ cạnh a.Gọi O là giao điểm của AC và BD.Tính khoảng cách từ O đến mặt phẳng (A’BC) theo a
 ANSWERS: \(x = \frac{\pi }{4} + k\pi (k \in \mathbb{Z})\)  |  \(x = \frac{\pi }{2} + k2\pi (k \in \mathbb{Z})\)  |  \(x = \frac{\pi }{4} + k2\pi (k \in \mathbb{Z})\)  |  \(x = \frac{\pi }{2} + k\pi (k \in \mathbb{Z})\) ,D01,02-01a-1a25,  Giải phương trình   \(\cos 2x - 4\cos x + 4\sin x = 0\) 
 ANSWERS: \(m \in \left[ { - 2;2} \right]\)  |  \(m \in \left[ { - \sqrt {13} ;\sqrt {13} } \right]\)  |  \(m \in \left[ { - 3;3} \right]\)  |  \(m \in \left[ { - \sqrt 5 ;\sqrt 5 } \right]\) ,D07,00-07a-1a12, Cho  \(y = - {x^4} + 2\left( {{m^2} - 4} \right){x^2} + 1\) . Tìm m để hàm số nghịch biến trên   \(\left( {3; + \infty } \right)\) 
 ANSWERS: \(2x - y + 1 = 0\)   |  \(x + 4 = 0\)   |  \(y - 2z - 3 = 0\)   |  \(3z + y - 2 = 0\)  ,H07,H07-04b-0a14, Trong các mặt phẳng sau mặt phẳng nào vuông góc Ox
 ANSWERS: \(\frac{{41}}{{55}}\)  |  \(\frac{{43}}{{55}}\)  |  \(\frac{{54}}{{55}}\)  | 1,D02,00-14b-4a2,"  Trong 1 hộp có 12 bóng đèn giống nhau,trong đó có 4 bóng hỏng.Lấy ngẫu nhiên 3 bóng.Tính xác suất để:  Được ít nhất 1 bóng tốt"
 ANSWERS: \(f\left( x \right) < 1 \Leftrightarrow x + {x^2}.{\log _2}7 < 0\)  |  \(f\left( x \right) < 1 \Leftrightarrow x\ln 2 + {x^2}\ln 7 < 0\)  |  \(f\left( x \right) < 1 \Leftrightarrow x{\log _7}2 + {x^2} < 0\)  |  \(f\left( x \right) < 1 \Leftrightarrow 1 + x{\log _2}7 < 0\) ,D08,00-17a-5a7,  Cho hàm số  \(f\left( x \right) = {2^x}{.7^{{x^2}}}\) . Khẳng định nào sau đây là khẳng định sai?
 ANSWERS: \(D = \mathbb{R}\)  |  \(D = \mathbb{R}\backslash \left\{ {k\pi } \right\}\)  |  \(D = \mathbb{R}\backslash \left\{ {\frac{\pi }{2} + k2\pi } \right\}\)  |  \(D = \mathbb{R}\backslash \left\{ {\frac{\pi }{2} + k\pi } \right\}\) ,D01,01-19a-3a18,  Tìm tập xác định của hàm số   \(y = \frac{{\operatorname{s} {\text{inx}}}}{{\cos x\left( {\cos x + 2} \right)}}\) 
 ANSWERS:\(m = 1\)  | \(m \leqslant 1\)  | \(m = - 1\)  | \(m \leqslant - 1\) ,D07,D07-04a-0a8, Tìm \(m\) để hàm số \(y = - {x^3} + 3{x^2} + 3mx - 1\)  nghịch biến trên \(\left( {0; + \infty } \right)\) 
 ANSWERS:\({u_{17}} = - 46\) | \({u_{17}} = 42\) | \({u_{17}} = - 45\) | \({u_{17}} = 44\),D04,01-29a-1a30,  Cho cấp số cộng  \(\left( {{u_n}} \right)\) có  \({u_5} = - 10\)  và  \({u_1} - {u_3} = 6\) . Tìm số hạng  \({u_{17}}\) .
" ANSWERS: Nếu \(\lim {u_n} = {\text{a }}\) và 
 \(\lim {v_n} = \pm \infty \)  thì  \(\lim \frac{{{u_n}}}{{{v_n}}} = 0\)  |  \(\lim \left( {{u_n}} \right) = - \infty \Leftrightarrow \lim \left( { - {u_n}} \right) = - \infty \)  |  \(\lim {u_n} = - \infty \) và  \(\lim {v_n} = a > 0\) thì 
 \(\lim \left( {{u_n}.{v_n}} \right) = + \infty \)  |  Nếu  \(\lim {u_n} = {\text{a }}\) thì 
 \(\lim \sqrt {{u_n}} = \sqrt a {\text{ }}\) ",D05,02-25a-6a3,  Chọn khẳng định ĐÚNG trong các khẳng định sau :
 ANSWERS:-3 | 7 | 10 | 3,D09,00-40a-1a32,"  Cho hàm \(f\left( x \right)\) có đạo hàm liên tục trên \(\left[ {2;3} \right]\) đồng thời  \(f\left( 2 \right) = 2\) , \(f\left( 3 \right) = 5\) . Tính   \(\int\limits_2^3 {f'\left( x \right){\text{d}}x} \)  bằng"
 ANSWERS: \(x = - \alpha + k2\pi \)  |  \(x = \pi - \alpha + k\pi \)  |  \(x = \alpha + k\pi \)  |  \(x = \alpha + k2\pi \) ,D01,02-01a-1a3,  Cho  \(\tan \left( x \right) = \tan \left( \alpha \right)\) . Khẳng định nào ĐÚNG trong các khẳng định sau? (với  \(k \in \mathbb{Z}\) )
" ANSWERS:(I) sai, (II) sai | (I) đúng, (II) sai | (I) sai, (II) đúng | (I) đúng, (II) đúng",D09,D09-01c-0a14, Chọn khẳng định ĐÚNG (I)  \(\int {\frac{{{x^2} + 2x + 2}}{{ - {x^3} - 2{x^2} + 7x - 4}}dx} = \frac{2}{5}\ln \left| {x + 4} \right| - \frac{3}{5}\ln \left| {x - 1} \right| + \frac{1}{{x - 1}} + C\)  (II)  \(\int {\frac{{x - 3}}{{8{x^3} - 2{x^2} - 8x + 2}}dx} = \frac{{ - 1}}{5}\ln \left| {x + 1} \right| + \frac{{11}}{{30}}\ln \left| {4x - 1} \right| - \frac{1}{6}\ln \left| {x - 1} \right| + C\)  
" ANSWERS: Giá trị lớn nhất của hàm số bằng 0 tại x=0. |  Hàm số có ba cực trị. |  Giá trị nhỏ nhất của hàm số bằng -2 |  \(f(x) > 0,\forall x > - 2\) ",D07,00-02a-3a3,"  Cho hàm số y=f(x) xác định, liên tục trên R và có bảng biến thiên như sau. Khẳng định nào dưới đây là khẳng định ĐÚNG?"
 ANSWERS:2 | 4 | 3 | 1,D07,00-37a-2a7,  Hàm số  \(y = \frac{1}{4}{x^4} - \frac{1}{3}{x^3} - \frac{1}{2}{x^2} + x\)  có bao nhiêu điểm cực trị?
 ANSWERS:13 | 11 | 10 | 12,D03,00-38a-1a31,  Tổng của tất cả các số tự nhiên \(n\) thỏa mãn   \(\frac{1}{{C_n^1}} - \frac{1}{{C_{n + 1}^2}} = \frac{7}{{6C_{n + 4}^1}}\)  là
 ANSWERS: \(M + m = \frac{8}{7}\)  |  \(M + m = \frac{9}{8}\)  |  \(M + m = \frac{7}{8}\)  |  \(M + m = \frac{9}{7}\) ,D01,02-06a-2a1,  Gọi M và m lần lượt là giá trị lớn nhất và giá trị nhỏ nhất của hàm số   \(y = \cos 2x + \cos x.\)  Khi đó  \(M + n\)  bằng bao nhiêu?
 ANSWERS:Điểm Avà Bcùngnằm trong mặt cầu (S) | Điểm Avà B cùng nằm ngoài mặt cầu (S) | Điểm A nằm ngoài mặt cầu (S)và B nằm trong mặt cầu (S) | Điểm A nằmtrongmặt cầu (S)và B nằm ngoài mặt cầu (S) | Đáp án khác...,H07,H07-05a-21a,"Cho điểm A(3 ;-2 ;-1), B(2 ;-1 ;4) và mặt cầu (S) \({x^2} + {y^2} + {z^2} + 2x + 4y - 2z - 30 = 0\)  . Chọn khẳng định ĐÚNG:"
 ANSWERS:4 | 3 | 2 | 1,H07,00-29a-3a4,"  Cho điểm  \(M\left( {1;2;1} \right)\)  và mặt phẳng   \(\left( Q \right)x + y + z + 1 = 0\) . Có bao nhiêu phương trình mặt phẳng (P) thỏa mãn đồng thời các điểu kiện:   \({d_{\left( {M,\left( P \right)} \right)}} = 2\) ,  \(\overrightarrow v \left( {1;2;0} \right)\parallel \left( P \right)\) và   \(\cos \widehat {\left( {\left( P \right),\left( Q \right)} \right)} = \frac{1}{{\sqrt 3 }}\) ."
 ANSWERS:812 | 650 | 672 | 762,D03,00-09b-4a6, Tìm hệ số lớn nhất của khai triển  \(P = {\left( {x + \frac{2}{x}} \right)^7}\)  
 ANSWERS: \(\frac{5}{6}\)  |  \(\frac{3}{4}\)  |  \(\frac{2}{3}\)  |  \(\frac{4}{5}\) ,D05,02-33a-6a6,  \(\lim \frac{{1 + 5 + 9 + ... + 4n - 3}}{{2 + 7 + 12 + ... + 5n - 3}}\)  bằng
 ANSWERS: \(\frac{{a\sqrt 3 }}{4}\)  |  \(\frac{a}{{\sqrt 6 }}\)  |  \(\frac{a}{{\sqrt 2 }}\)  |  \(\frac{{a\sqrt 3 }}{2}\) ,H04,00-18b-3a11,"  Cho S.ABCD có đáy là hình vuông cạnh a. ∆SAB đều.  \(\left( {{\mathbf{SAB}}} \right) \bot \left( {{\mathbf{ABCD}}} \right)\)  .M,N lần lượt là trung điểm SB,SD.Tính khoảng cách từ MN đến AC"
 ANSWERS: \(m = \frac{5}{4}\)  | \(m = - \frac{1}{4}\) | \(m = - \frac{5}{4}\) | \(m = \frac{1}{4}\),D07,00-03a-1a1,"  Gọi  \({x_{CT}},{x_{CD}}\)  là hai điểm cực trị hàm số  \(y = {x^3} + 6{x^2} + 3\left( {m + 2} \right)x - m - 6\). Giá trị của m để\(\left| {{x_{CD}} - {x_{CT}}} \right| = 3\) là:"
 ANSWERS:42cm | 36cm | 44cm | 38cm,H06,00-01z-1a39," Với một tấm bìa hình vuông, người ta cắt bỏ ở mỗi góc tấm bìa một hình vuông cạnh 12cm rồi gấp lại thành một hình hộp chữ nhật không có nấp. Nếu dung tích của cái hộp đó là 4800 cm3 thì cạnh của tấm bìa có độ dài là"
 ANSWERS: Ba vectơ \(\overrightarrow z ;\overrightarrow y ;\overrightarrow t \) đồng phẳng |  Ba vectơ \(\overrightarrow x ;\overrightarrow y ;\overrightarrow t \) đồng phẳng |  Ba vectơ \(\overrightarrow x ;\overrightarrow y ;\overrightarrow z \) đồng phẳng |  Ba vectơ \(\overrightarrow x ;\overrightarrow z ;\overrightarrow t \) đồng phẳng,H04,01-23a-5a8,"  Cho ba vectơ\(\overrightarrow a ,\overrightarrow b \overrightarrow {,c} \) không đồng phẳng. Xét các vecto   \(\overrightarrow x = 4\overrightarrow a - 9\overrightarrow b ;\overrightarrow y = 2\overrightarrow a - 10\overrightarrow b + 4\overrightarrow c ;\overrightarrow z = 3\overrightarrow a + 2\overrightarrow b - \overrightarrow c ;\overrightarrow t = - 2\overrightarrow a - 7\overrightarrow b + 3\overrightarrow c \) .Chọn khẳng định đúng?"
" ANSWERS:\(s = 11,25\,{\text{km}}.\) | \(s = 11,75\,{\text{km}}.\) | \(s = 24,25{\text{km}}.\) | \(s = 24,75{\text{km}}.\)",D09,01-63a-5a1,  Một vật chuyển động trong  \(3\)  giờ với vận tốc   \(v\left( {{\text{km/h}}} \right)\)  phụ thuộc thời gian  \(t\left( {\text{h}} \right)\) có đồ thị là một phần của đường parabol có đỉnh  \(I\left( {2;4} \right)\)  và trục đối xứng song song với trục tung như hình bên. Tính quãng đường  \(s\)  mà vật di chuyển được trong  \(3\)  giờ đó. 
 ANSWERS:4 |  \(\frac{2}{5}\)   | 1 |  \(\frac{3}{2}\)  ,D05,D05-07a-0f," Cho hàm số \(f(x) = \left\{ \begin{gathered} \frac{{\sqrt x - 1}}{{\sqrt[3]{x} - 1}}\,\,\,\,\,\,\,x \ne 1 \hfill \\ a\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,x = 1 \hfill \\ \end{gathered} \right.\)  Tìm a để hàm số liên tục tại \({x_0} = 1\)  "
 ANSWERS:50 | 80 | 81 | 60,D01,01-18a-2a5,  Có bao nhiêu cách lập số có 2 chữ số khác nhau?
" ANSWERS:\(\left( { - \infty ;
- 2} \right)\)vÃ  \(\left( {0;2} \right)\) | \(\left( { - 2;0} \right)\) | \(\left( {2;
+ \infty } \right)\) | \(\left( { - 2;0} \right)\,\)vÃ  \(\left( {2;
+ \infty } \right)\)",D07,01-48a-1a6,  Hàm số \(y = \frac{{{x^4}}}{4} - 2{x^2} + 3\) nghịch biến trên khoảng nào?
" ANSWERS:0,28 | 0,29 | 0,22 | 0,72",D02,02-11a-2a2,"  Ba khẩu súng độc lập bắn vào 1 mục tiêu.Xác suất bắn trúng của khẩu I,II,II lần lượt là 0,7; 0,6; 0,5.Mỗi khẩu bắn 1 viên.tìm xác suất để có 1 khẩu bắn trúng."
" ANSWERS: \(D(0;0;0),D(6;0;0)\)   |  \(D(2;0;0),D(8;0;0)\)   |  \(D( - 3;0;0),D(3;0;0)\)   |  \(D(0;0;0),D( - 6;0;0)\)  ",H07,00-05z-0a49," Trong không gian với hệ tọa độ Oxyz, cho  \( A(3; - 4;0),B(0;2;4),C(4;2;1)\)  . Tọa độ điểm D trên trục Ox sao cho AD = BC"
 ANSWERS: \(\frac{{{a^3}\sqrt 7 }}{3}\)  |  \(\frac{{{a^3}\sqrt 3 }}{3}\)  |  \(\frac{{{a^3}\sqrt 5 }}{3}\)  |  \(\frac{{{a^3}}}{3}\) ,H06,01-44a-1a15,"  Cho hình chóp \(S.ABCD\) có đáy là hình vuông cạnh a, hình chiếu của S trên (ABCD) trùng với trung điểm cạnh AB; cạnh bên \(SD = \frac{{3a}}{2}\) . Tính  \({V_{S.ABCD}}\) ?"
 ANSWERS: \(\sin 2x = \operatorname{s} {\text{inx}}.\cos x\)  |  \(1 + {\tan ^2}x = \frac{1}{{{{\cos }^2}x}}\)  |  \(1 + {\cot ^2}x = - \frac{1}{{{{\sin }^2}x}}\)  |  \(\tan x = \cot x\) ,D01,02-02a-1a12,  Tìm khẳng định ĐÚNG trong các khẳng định sau:
" ANSWERS: \(\left( { - 1;1} \right)\)  |  Kết quả khác. |  \(\left( {1;
+ \infty } \right)\)  |  \(\left( { - \infty ;1} \right)\) ",D08,10-24a-2001a28,  Bất phương trình :  \({9^x} - {3^x} - 6 < 0\)  có tập nghiệm là :
 ANSWERS:\( - 4.\) | \( - 3.\) | \(3.\) | \(4.\),H04,02-23a-4a2,  Đường thẳng \(d':4x + y + 7 = 0\) là ảnh của đường thẳng \(d:4x + y - 1 = 0\) qua phép vị tự tâm \(I\left( { - 1;3} \right)\) với tỉ số \(k\). Giá trị của \(k\) là
 ANSWERS: \(3{e^{3\cot x - 2}} + C\)  |  \(\frac{1}{3}{e^{3\cot x - 2}} + C\)  |  \( - \frac{1}{3}{e^{3\cot x - 2}} + C\)  |  \( - 3{e^{3\cot x - 2}} + C\) ,D09,00-26a-3a28,  Tính  \(I = \int {{e^{3\cot x - 2}}} .\frac{{ - 1}}{{{{\sin }^2}x}}.dx\) 
 ANSWERS: \(\frac{{5\pi {a^3}\sqrt 5 }}{6}\)  |  \(\frac{{2\pi {a^3}\sqrt 5 }}{3}\)  |  \(\frac{{3\pi {a^3}\sqrt 5 }}{4}\)  |  \(\frac{{4{a^3}5\sqrt 5 }}{3}\) ,H06,01-50a-3a6,"  Cho hình chóp S.ABCD có đáy là hình thang vuông tại A và D có SA vuông góc với đáy và  \(SA = a\) ,  \(AB = 2{\text{a}}\) ,  \(A{\text{D}} = DC = a\) . Tìm thể tích mặt cầu ngoại tiếp hình chóp S.ABC"
 ANSWERS:8 | -8 | -4 | 4,D03,01-53a-2a5,  Tìm hệ số của số hạng chứa \({x^6}\) trong khai triển   \(P = \left( {{x^2} - 4} \right){\left( {x - 2{x^2}} \right)^6}\) 
 ANSWERS:5 |  \(\frac{{ - 3}}{7}\)   | 0 |  \(\frac{3}{7}\)   | Đáp án khác...,D05,D05-03b-1c, Giới hạn \(\mathop {\lim }\limits_{x \to + \infty } \left( {\frac{{5{x^3} - 3{x^2} + x + 3}}{{{x^3} - 7}}} \right)\)  có kết quả là
 ANSWERS:2 | \( - 6\) | 8 | 9,D07,01-45a-3a7, Biết đồ thị hàm số   \(y = \frac{{\left( {2m - n} \right){x^2} + mx + 1}}{{{x^2} + mx + n - 6}}\)  nhận trục hoành và trục tung làm hai đường tiệm cận. Tính \(m + n\).
 ANSWERS:2018. | 2017. | 2015. | 2016.,D08,00-40a-1a7,"  Sự tăng dân số được ước tính theo công thức   \({P_n} = {P_0}{{\text{e}}^{n.r}}\,\) , trong đó  \({P_0}\)  là dân số của năm lấy làm mốc tính,  \({P_n}\)  là dân số sau  \(n\)  năm,  \(r\)  là tỉ lệ tăng dân số hàng năm. Biết rằng năm  \(2001,\)  dân số Việt Nam là  \(78.685.800\)  triệu và tỉ lệ tăng dân số năm đó là  \(1,7\% \) . Hỏi cứ tăng dân số với tỉ lệ như vậy thì đến năm nào dân số nước ta ở mức  \(100\)  triệu người?"
 ANSWERS:2 | 9 | 17 | 16,D07,00-39a-1a48,  Cho đồ thị \(\left( C \right):y = {x^3} - 3{x^2}\) . Có bao nhiêu số nguyên   \(b \in \left( { - 10;10} \right)\)  để có đúng một tiếp tuyến của  \(\left( C \right)\)  đi qua điểm \(B\left( {0;b} \right)\) ?
 ANSWERS: \(\frac{\pi }{4}\)  |  \(\frac{{\sqrt \pi }}{4}\)  |  \(\frac{{{\pi ^2}}}{4}\)  |  \(\frac{{\pi \ln 2}}{2}\) ,D09,00-25a-3a8,"  Tính thể tích V của khối tròn xoay tạo thành khi quay quanh trục Ox hình phẳng giới hạn bởi các đường   \(y = \sqrt {\tan x} ,y = 0,x = 0,x = \frac{\pi }{4}\) :"
 ANSWERS:1 mặt phẳng | 2 mặt phẳng | 3 mặt phẳng | Vô số mặt phẳng | Đáp án khác...,H07,H07-04a-22b,"Cho 4 điểm A(1;2; 0), B(2; 3; 2), C(0; 1; 1), D(2; 1; -3 ) . Hỏi lập được bao nhiêu mặt phẳng (P) chứa 2 điểm A,B sao cho mặt phẳng (P) cách đều 2 điểm C,D ?"
" ANSWERS: \(\left( { - 6;
- 7} \right)\)  |  \(\left( { - 6;7} \right)\)  |  \(\left( {6;
- 7} \right)\)  |  \(\left( {6;7} \right)\) ",D10,D10-01a-1a9, (9) Cho số phức  \(z = - 6 + 7i\) . Số phức liên hợp của z có điểm biểu diễn trên mặt phẳng toạ độ là 
 ANSWERS: Nếu hai mặt phẳng vuông góc với nhau thì mọi đường thẳng thuộc mặt phẳng này sẽ vuông góc với mặt phẳng kia. |  Hai mặt phẳng phân biệt cùng vuông góc với một mặt phẳng thứ ba thì song song với nhau. |  Với mỗi điểm \(A \in \left( \alpha \right)\) và mỗi điểm \(B \in \left( \beta \right)\) thì ta có đường thẳng \(AB\) vuông góc với giao tuyến \(d\) của \(\left( \alpha \right)\) và \(\left( \beta \right).\) |  Nếu hai mặt phẳng \(\left( \alpha \right)\) và \(\left( \beta \right)\) đều vuông góc với mặt phẳng \(\left( \gamma \right)\) thì giao tuyến \(d\) của \(\left( \alpha \right)\) và \(\left( \beta \right)\) nếu có sẽ vuông góc với \(\left( \gamma \right).\),H04,02-32a-4a13,"  Trong các mệnh đề sau đây, mệnh đề nào là đúng?"
" ANSWERS: \(\frac{{{a^3}\sqrt 2 }}{6}\)  |  \({a^3}\sqrt 2 \,\)  |  \({a^3}\sqrt 3 \)  |  \(\frac{{{a^3}\sqrt 3 }}{2}\) ",H05,00-33a-2a19,"  Cho hình chóp S.ABCD có  \(SA = SC = a,\,\,SB = SD\) . Tam giác SAC vuông cân tại S và ABCD là hình vuông.  \({V_{S.ABCD}} = ?\) "
 ANSWERS:\({a_5} = 48\) | \({a_5} = - 24\) | \({a_5} = - 48\) | \({a_5} = 24\),D04,01-33a-2a25,  Cho cấp số nhân  \(\left( {{a_n}} \right)\) có \({a_1} = 3\) và \({a_2} = - 6\). Tìm số hạng thứ năm của cấp số nhân đã cho.
 ANSWERS: \(\frac{{40}}{3}\)  |  \(9\)  |  \(\frac{{67}}{3}\)  |  \(\frac{{13}}{3}\) ,D04,02-31a-5a3,  Cho cấp số nhân có số hạng tổng quát là  \({U_n} = \frac{{{3^{n + 1}}}}{{27}}\) . Tính  \({U_4} + {S_4}\) 
 ANSWERS: \(\frac{{3{a^2}\sqrt 7 }}{8}\)  |  \(\frac{{{a^2}\sqrt 7 }}{{16}}\)  |  \(\frac{{3{a^2}\sqrt 7 }}{{16}}\)  |  \(\frac{{{a^2}\sqrt 7 }}{8}\) ,H03,01-16a-5a5,"  Cho hình chóp  \(S.ABCD\) . Đáy là hình vuông cạnh a.  \(SA = SB = SC = SD = a\sqrt 2 \) . E, F lần lượt là trung điểm của SA, SB. M là trung điểm BC. Tính diện tích thiết diện của hình chóp cắt bởi  \(\left( {EFM} \right)\) "
 ANSWERS: \(AD' \bot MN\)   |  \(AM \bot ND'\)   |  \(AM \bot MC'\)   |  \(AM \bot MN\)  ,H03,00-08b-2a2, Cho hình lập phương \(ABCD.A'B'C'D'\)  cạnh a.Gọi M là trung điểm \(A'B'\)  .N là điểm thuộc cạnh \(CC'\)  sao cho \(CC' = 4C'N\)  . Khẳng định nào sau đây là ĐÚNG:
 ANSWERS: \(x = \frac{\pi }{4} + k2\pi (k \in Z)\)  |  \(x = \frac{\pi }{3} + k\pi (k \in Z)\)  |  \(x = \frac{{7\pi }}{{12}} + k\pi (k \in Z)\)  |  \(x = \frac{{7\pi }}{{12}} + k2\pi (k \in Z)\) ,D01,01-35a-1a30,  Giải phương trình :  \(\tan \left( {x - \frac{\pi }{3}} \right) = 1\) 
 ANSWERS: \( - \frac{3}{5}\)  |  \( - \frac{{31}}{3}\)  |  \(\frac{{33}}{5}\)  |  Không tồn tại  \(a\) ,H07,H07-06c-a6," (6) Cho   \({d_1}:\frac{{x - a}}{1} = \frac{{y - 2}}{2} = \frac{{z - 1}}{1},\,\,{d_2}:\frac{{x - 1}}{3} = \frac{{y - a}}{{ - 1}} = \frac{{z - 3}}{4}\) . Khoảng cách giữa hai đường thẳng bên bằng  \(\frac{{33}}{{\sqrt {131} }}\) .  Tính tổng các giá trị của \(a\)  thỏa mãn yêu cầu bài toán."
 ANSWERS: \(\frac{{2a\sqrt 3 }}{5}\)  |  \(\frac{{a\sqrt 3 }}{3}\)  |  \(\frac{{a\sqrt 5 }}{3}\)  |  \(\frac{{2a\sqrt 5 }}{5}\) ,H05,00-34a-3a1,"  Cho lăng trụ đứng ABC.A’B’C’ có đáy ABC là tam giác vuông tại B có   \(AB = a,\,\,AA' = 2a,\,\,A'C = 3a\) . Gọi M là trung điểm của đoạn thẳng A’C’, I là giao điểm của AM và A’C. Tính khoảng cách từ A đến mặt phẳng (IBC)"
 ANSWERS: \(\frac{{13\sqrt 3 \pi {a^3}}}{{96}}\)  |  \(\frac{{11\sqrt 3 \pi {a^3}}}{{96}}\)  |  \(\frac{{\sqrt 3 \pi {a^3}}}{8}\)  |  \(\frac{{11\sqrt 3 \pi {a^3}}}{8}\) ,H07,01-48a-3a15,  Cho ba tam giác đều cạnh bằng  \(a\)  chồng lên nhau như hình vẽ ( cạnh đáy của tam giác trên đi qua các trung điểm hai cạnh bên của tam giác dưới ). Tính theo  \(a\)  thể tích của khối tròn xoay tạo thành khi quay chúng xung quanh đường thẳng (d)
 ANSWERS: \( - \frac{{{{\left( {1 - 2x} \right)}^3}}}{3} + \frac{2}{3}\sin \left( {3x + 2} \right) + C\)  |  \(\frac{{{{\left( {1 - 2x} \right)}^3}}}{3} - \frac{2}{3}\sin \left( {3x + 2} \right) + C\)  |  \( - \frac{1}{2}{\left( {1 - 2x} \right)^2} + \frac{1}{3}\sin \left( {3x + 2} \right) + C\)  |  \(\frac{1}{2}{\left( {1 - 2x} \right)^2} - \frac{1}{3}\sin \left( {3x + 2} \right) + C\) ,D09,00-18a-3a2,  Đâu là họ nguyên hàm của  \(\int {\left( {{{\left( {1 - 2x} \right)}^2} + \cos \left( {3x + 2} \right)} \right)} d\left( {2x} \right)\) 
 ANSWERS:\(x\left( {1 + \sqrt 3 } \right).\) | \(2x\left( {1 + \sqrt 3 } \right).\) | \(3x\left( {1 + \sqrt 3 } \right).\) | \(4x\left( {1 + \sqrt 3 } \right).\),H03,02-09a-5a5,"  Cho tứ diện đều  \(SABC\)  cạnh bằng \(a.\) Gọi \(I\) là trung điểm của đoạn \(AB\), \(M\) là điểm di động trên đoạn \(AI.\) Qua \(M\) vẽ mặt phẳng \(\left( \alpha \right)\) song song với \(\left( {SIC} \right).\) Tính chu vi của thiết diện tạo bởi \(\left( \alpha \right)\) với tứ diện  \(SABC\) , biết \(AM = x.\)"
" ANSWERS:\(f(x)\,\)có hệ số tự do bằng 0. | \(f(x)\,\) có hệ số tự do bằng 2. | \(f(1) = - \cos 2 - \sin 1 + 1\,\) | \(f(\pi ) = \pi - 1\,\)",D09,00-36a-2a15,"  Cho hàm số \(y = 2\sin 2x - \cos x + 1\,\) có nguyên hàm \(f(x)\,\) thỏa mãn  \(f\left( {\frac{\pi }{2}} \right) = \frac{\pi }{2}\,\). Khẳng định nào sau đây là SAI?"
