cd,text_encoded,answers_encoded
D08,biet 0^x + 0^ + x = 0 . tinh gia tri bieu thuc t = frac 0 ^x + 0 ^ + x + 0 0^x + 0^ + x . answers: t = 0 | t = frac 0 0 | t = 0 | t = 0,answers: t = 0 | t = frac 0 0 | t = 0 | t = 0
H01,"cho hinh chop s.abc.goi e,f,k,h lan luot nam tren sa,sb,sc,ab.giao tuyen cua mat phang left efk right va left shc right la? answers:fh | ic, va>>>i text ef cap sh = left i right | ih, va>>>i text ef cap sh = left i right | ik, va>>>i text ef cap sh = left i right","answers:fh | ic, va>>>i text ef cap sh = left i right | ih, va>>>i text ef cap sh = left i right | ik, va>>>i text ef cap sh = left i right"
D07,cho ham so y = x^0 + 0 . viet phuong trinh tiep tuyen cua c tai giao diem cua c voi duong thang y = 0 answers: y = 0x + 0 | y = + 0x + 0 | y = 0x + 0 va y = + 0x + 0 | y = 0,answers: y = 0x + 0 | y = + 0x + 0 | y = 0x + 0 va y = + 0x + 0 | y = 0
H02,"trong mat phang oxy, cho duong tron c : x^0 + y^0 + 0x + 0y + 0 = 0. duong tron c' la anh cua c qua phep vi tu tam o ti so k = + frac 0 0 co chu vi la: answers: 0 pi . | 0 pi . | 0 pi . | pi .",answers: 0 pi . | 0 pi . | 0 pi . | pi .
H02,"trong mat phang voi he toa do oxy , co hai duong thang a va b co phuong trinh lan luot la 0x + y + 0 = 0 va x + 0y + 0 = 0 . neu co phep quay bien duong thang nay thanh duong thang kia thi so do cua goc quay varphi la: answers: varphi = 0 0^0 | varphi = 0 0^0 | varphi = 0 0^0 | varphi = 0 0^0",answers: varphi = 0 0^0 | varphi = 0 0^0 | varphi = 0 0^0 | varphi = 0 0^0
H03,"trong khong gian cho bon diem khong dong phang, co the xac dinh nhieu nhat bao nhieu mat phang phan biet tu cac diem do? answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
D09,"tinh dien tich hinh phang gioi han boi cac duong y = x^0 + 0x va truc ox, x = 0,x = 0 answers: frac 0 0 | 0 | frac 0 0 | frac 0 0",answers: frac 0 0 | 0 | frac 0 0 | frac 0 0
D07,tim tat ca cac tiem can dung cua do thi ham so y = frac 0x + 0 + sqrt x^0 + x + 0 x^0 + 0x + 0 . answers: x = 0 va x = 0 . | x = + 0 va x = + 0 . | x = + 0 | x = 0,answers: x = 0 va x = 0 . | x = + 0 va x = + 0 . | x = + 0 | x = 0
D01,khang dinh nao dung trong cac khang dinh sau? answers: sin left x + y right = cos y. operatorname s text inx + cos x. sin y | cos 0a = 0 cos ^0 x + 0 | operatorname s text inx = 0 leftrightarrow x = frac pi 0 + k pi left k in mathbb z right | operatorname s text inx + cosx = sqrt 0 cos left x + frac pi 0 right,answers: sin left x + y right = cos y. operatorname s text inx + cos x. sin y | cos 0a = 0 cos ^0 x + 0 | operatorname s text inx = 0 leftrightarrow x = frac pi 0 + k pi left k in mathbb z right | operatorname s text inx + cosx = sqrt 0 cos left x + frac pi 0 right
D09,gia tri cua int limits_ ln 0 ^ ln 0 frac e^ 0x sqrt e^x + 0 d text x la answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0,answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0
H03,"cho hinh chop s.abcd co day abcd la hinh binh hanh. goi e,f lan luot la trung diem ab,sd. goi i la giao diem cua ef voi mat phang left sac right tinh ty so k = frac ei ef answers: k = frac 0 0 | k = frac 0 0 | k = 0 | k = frac 0 0",answers: k = frac 0 0 | k = frac 0 0 | k = 0 | k = frac 0 0
D04,"bon so lap thanh mot cap so cong. lan luot tru moi so ay cho 0 , ,0 , 0 , 0 ta nhan duoc mot cap so nhan. tim tong 0 so do. answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
D05,biet mathop lim limits_ x to + infty left ax + sqrt a^0 x^0 + b right = 0 . tim b: answers: b in r | b ne 0 | b > 0 | b geqslant 0 | dap an khac...,answers: b in r | b ne 0 | b > 0 | b geqslant 0 | dap an khac...
D04,"voi n in n^* , tinh tong s = 0 + 0 + 0 + 0 + 0 + ... + 0 ? answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
D05,tinh gia tri gioi han mathop lim limits_ x to + infty frac pi ^x + 0^x + 0^ 0x 0 pi ^x + 0^x + 0^ 0x + 0 answers: 0 | frac 0 0 | + infty | frac 0 0,answers: 0 | frac 0 0 | + infty | frac 0 0
H01,"cho tu dien abcd . goi m,n la trung diem cua ab,ac . tren duong thang cd lay diem p sao cho cp = 0cd . xac dinh thiet dien tao boi mat phang left mnp right va tu dien xem hinh ve . answers: tam giac mnp . | tam giac mnq | tam giac mnr . | tu giac mnrq .",answers: tam giac mnp . | tam giac mnq | tam giac mnr . | tu giac mnrq .
D05,"f left x right = left begin gathered 0 x^0 , , , , , , , , , , , , , , , , , , , , , , left| x right| < 0 hfill 0 , , , , , , , , , , , , , , , , , , , , , , , , , , , left| x right| = 0 hfill 0x + 0 , , , , , , , , , , , , , , , left| x right| > 0 hfill end gathered right. ? xet tinh lien tuc cua ham so tren r answers: ham so lien tuc tren left + infty ;+0 right va 
 left 0; text + infty right | ham so lien tuc tren left + infty ;+0 right va 
 left 0; text + infty right va gian doan tai x = pm 0 | ham so lien tuc tren mathbb r | ham so lien tuc
 tai x = pm 0","answers: ham so lien tuc tren left + infty ;+0 right va 
 left 0; text + infty right | ham so lien tuc tren left + infty ;+0 right va 
 left 0; text + infty right va gian doan tai x = pm 0 | ham so lien tuc tren mathbb r | ham so lien tuc
 tai x = pm 0"
D05,"gioi han mathop lim limits_ x to 0 frac sin ax sin bx ,a,b ne 0 co ket qua bang answers: frac a b | 0 | frac b a | 0 | dap an khac...",answers: frac a b | 0 | frac b a | 0 | dap an khac...
H07,"cho m left 0;0;0 right , duong thang left d_0 right frac x 0 = frac y + 0 0 = frac z + 0 0 , mat phang left p right x + 0y + z + 0 = 0 . lap phuong trinh duong thang left d right sao cho left d right qua m, cat left d_0 right va song song voi left p right answers: left d right left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + t hfill 
 end gathered right. | left d right left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + t hfill 
 end gathered right. | left d right left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + t hfill 
 end gathered right. | left d right left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + t hfill 
 end gathered right.","answers: left d right left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + t hfill 
 end gathered right. | left d right left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + t hfill 
 end gathered right. | left d right left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + t hfill 
 end gathered right. | left d right left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + t hfill 
 end gathered right."
D07,cho ham so y = f left x right . do thi cua ham so y = f' left x right nhu hinh ben. dat g left x right = 0f left x right + left x + 0 right ^0 . menh de nao duoi day dung? answers: g left + 0 right > g left 0 right > g left 0 right | g left 0 right > g left + 0 right > g left 0 right | g left 0 right > g left + 0 right > g left 0 right | g left 0 right > g left 0 right > g left + 0 right,answers: g left + 0 right > g left 0 right > g left 0 right | g left 0 right > g left + 0 right > g left 0 right | g left 0 right > g left + 0 right > g left 0 right | g left 0 right > g left 0 right > g left + 0 right
D01,"giai phuong trinh sin 0x = cos 0x + sin 0x ? answers: left begin gathered x = frac pi 0 + frac k pi 0 hfill 
 x = frac pi 0 + k pi , , , , , , , left k in mathbb z right hfill x = frac 0 pi 0 + k pi hfill 
 end gathered right. | left begin gathered x = frac pi 0 + frac k pi 0 hfill 
 x = frac pi 0 + k pi , , , , , , , left k in mathbb z right hfill x = frac 0 pi 0 + k pi hfill 
 end gathered right. | left begin gathered x = frac pi 0 + k pi hfill 
 x = frac pi 0 + k pi , , , , , , , left k in mathbb z right hfill x = frac 0 pi 0 + k pi hfill 
 end gathered right. | left begin gathered x = k0 pi hfill 
 x = frac pi 0 + k pi , , , , , , , left k in mathbb z right hfill x = frac 0 pi 0 + k pi hfill 
 end gathered right.","answers: left begin gathered x = frac pi 0 + frac k pi 0 hfill 
 x = frac pi 0 + k pi , , , , , , , left k in mathbb z right hfill x = frac 0 pi 0 + k pi hfill 
 end gathered right. | left begin gathered x = frac pi 0 + frac k pi 0 hfill 
 x = frac pi 0 + k pi , , , , , , , left k in mathbb z right hfill x = frac 0 pi 0 + k pi hfill 
 end gathered right. | left begin gathered x = frac pi 0 + k pi hfill 
 x = frac pi 0 + k pi , , , , , , , left k in mathbb z right hfill x = frac 0 pi 0 + k pi hfill 
 end gathered right. | left begin gathered x = k0 pi hfill 
 x = frac pi 0 + k pi , , , , , , , left k in mathbb z right hfill x = frac 0 pi 0 + k pi hfill 
 end gathered right."
H03,"cho hinh chop s.abcd.sa ? abcd .day la hinh chu nhat co ab = a sqrt 0 , ad = a .m la trung diem cd. khang dinh nao sau day la dung: answers: ma ? d c | ac ? b s | bd ? s m | cb ? s c | dap an khac...",answers: ma ? d c | ac ? b s | bd ? s m | cb ? s c | dap an khac...
H07,"cho mat phang p 0 x + y + 0 z = 0 va q x + y + 0z = + 0. mat phang r di qua m 0 ;0 ; 0 va vuong goc voi p , q . hoi lap duoc bao nhieu mat phang r ? answers:0 mat phang | 0 mat phang | 0 mat phang | vo so mat phang | dap an khac...",answers:0 mat phang | 0 mat phang | 0 mat phang | vo so mat phang | dap an khac...
D01,tap xac dinh cua ham so y = tan frac x 0 la bao nhieu? answers: d = mathbb r backslash left frac pi 0 + k pi right | d = mathbb r backslash left pi + k0 pi right | d = mathbb r backslash left k0 pi right | d = mathbb r backslash left k pi right,answers: d = mathbb r backslash left frac pi 0 + k pi right | d = mathbb r backslash left pi + k0 pi right | d = mathbb r backslash left k0 pi right | d = mathbb r backslash left k pi right
D05,tinh gioi han sau: mathop lim limits_ x to a frac sqrt x^0 + 0 + 0 x + 0 answers: frac a + 0 sqrt a^0 + 0 + 0 | frac a + 0 sqrt a^0 + 0 + 0 | frac a + 0 sqrt a^0 + 0 + 0 | frac a + 0 sqrt a^0 + 0 + 0 | dap an khac...,answers: frac a + 0 sqrt a^0 + 0 + 0 | frac a + 0 sqrt a^0 + 0 + 0 | frac a + 0 sqrt a^0 + 0 + 0 | frac a + 0 sqrt a^0 + 0 + 0 | dap an khac...
H02,"trong mat phang oxy , cho diem m left 0;0 right . tim toa do diem m' la anh cua diem m qua phep doi xung qua duong thang delta :x + 0y + 0 = 0 . answers: m' left 0;0 right | m' left 0;0 right | m' left 0;0 right | m' left 0;0 right",answers: m' left 0;0 right | m' left 0;0 right | m' left 0;0 right | m' left 0;0 right
D01,co bao nhieu nghiem x in left + pi ; pi right cua phuong trinh sin 0x + cos x = 0 answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
H04,"cho hinh chop s.abcd co day la hinh thoi, canh ben sa = ab va sa vuong goc voi bc. goi m, n lan luot la trung diem cua sb va sd. tinh goc giua mn va ac answers: 0^ circ | 0^ circ | 0^ circ | 0^ circ",answers: 0^ circ | 0^ circ | 0^ circ | 0^ circ
H06,"cho hinh chop s.abc co sa bot left abc right , day la tam giac vuong tai a, sa = ab = a,ac = 0a .tinh v_ s.abc ? answers: frac 0 a^0 0 | frac 0 a^0 0 | 0 a^0 | frac a^0 0",answers: frac 0 a^0 0 | frac 0 a^0 0 | 0 a^0 | frac a^0 0
D10,"tim z tren tap c cua pt: z^0 + z^0 +0 = 0 answers: z_ 0,0 = pm i sqrt 0 ;
 , z_ 0,0 = pm sqrt 0 | z_ 0,0 = pm i sqrt 0 ;
 , z_ 0,0 = pm sqrt 0 | z_ 0,0 = pm i sqrt 0 ;
 , z_ 0,0 = pm sqrt 0 | z_ 0,0 = pm i sqrt 0 ;
 , z_ 0,0 = pm sqrt 0 | dap an khac...","answers: z_ 0,0 = pm i sqrt 0 ;
 , z_ 0,0 = pm sqrt 0 | z_ 0,0 = pm i sqrt 0 ;
 , z_ 0,0 = pm sqrt 0 | z_ 0,0 = pm i sqrt 0 ;
 , z_ 0,0 = pm sqrt 0 | z_ 0,0 = pm i sqrt 0 ;
 , z_ 0,0 = pm sqrt 0 | dap an khac..."
D03,"tu khai trien bieu thuc a = left 0x + 0 right ^n thanh da thuc, hay tinh tong cac he so cua so hang chua x mu chan cua a, biet n nguyen duong thoa man 0^n c_n^n + 0^ n + 0 c_n^ n + 0 + 0^ n + 0 c_n^ n + 0 + ... + 0c_n^0 + 0^0 c_n^0 = 0 answers:0 | +0 | +0 | frac + 0 0",answers:0 | +0 | +0 | frac + 0 0
D02,"0 lop co 0 hoc sinh nam va 0 hoc sinh nu. xep 0 hoc sinh vao 0 ghe hoi co bao nhieu cach xep neu nam, nu ngoi xen ke va ghe duoc xep thanh 0 hang ngang answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
D07,"cho ham so y = f left x right = a x^0 + b x^0 + cx + d . biet rang ham so dat cuc tieu tai x = 0 , f left 0 right = 0 va ham so dat cuc dai tai x = 0 , f left 0 right = 0 . tinh f left 0 right answers:+0 | 0 | +0 | 0",answers:+0 | 0 | +0 | 0
D02,"tu cac so 0,0,0,0,0,0,0 lap duoc bao nhieu so tu nhien be hon 0 biet cac chu so doi 0 khac nhau? answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
D01,"cho phuong trinh cos left 0x + pi right = 0 + m , m la tham so. voi gia tri nao cua m duoc cho sau day thi phuong trinh tren co nghiem? answers: m leqslant 0 cup m geqslant 0 | 0 leqslant m leqslant 0 | forall m in mathbb r | cac ket qua tren deu sai",answers: m leqslant 0 cup m geqslant 0 | 0 leqslant m leqslant 0 | forall m in mathbb r | cac ket qua tren deu sai
D08,"tim menh de dung trong ca menh de sau. answers: do thi cua ham so y = a^x va y = left frac 0 a right ^x voi 0 < a < 0 thi doi xung nhau qua truc tung. | ham so y = a^x voi a > 0 la mot ham so nghich bien tren 
 left + infty text ; + infty right . | ham so y = a^x voi 0 < a < 0 la mot ham so dong bien tren 
 left + infty text ; + infty right . | do thi cua ham so y = a^x voi 0 < a < 0 luon di qua diem 
 left a; text 0 right .","answers: do thi cua ham so y = a^x va y = left frac 0 a right ^x voi 0 < a < 0 thi doi xung nhau qua truc tung. | ham so y = a^x voi a > 0 la mot ham so nghich bien tren 
 left + infty text ; + infty right . | ham so y = a^x voi 0 < a < 0 la mot ham so dong bien tren 
 left + infty text ; + infty right . | do thi cua ham so y = a^x voi 0 < a < 0 luon di qua diem 
 left a; text 0 right ."
D05,"hinh vuong co canh bang 0 , nguoi ta noi trung diem cac canh lien tiep de duoc mot hinh vuong. noi lai tiep tuc nhu the doi voi hinh vuong moi nhu hinh ben . tong dien tich cac hinh vuong lien tiep do bang : answers:0 | 0 | frac 0 0 | frac 0 0",answers:0 | 0 | frac 0 0 | frac 0 0
D02,"co 0 tam the ghi so thu tu 0,0,0,0,..0.chon ngau nhien dong thoi ra 0 the.tim xac suat de tich 0 so ghi tren 0 the la0 so chan answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0",answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0
H06,"mot hinh hop chu nhat co cac canh lan luot la: a,0a,0a thi the tich cua hinh hop do la: answers: 0 a^0 | 0 a^0 | 0 a^0 | a^0",answers: 0 a^0 | 0 a^0 | 0 a^0 | a^0
H07,cho hinh chop tu giac deu s.abcd voi o la tam cua day va chieu cao so = frac sqrt 0 0 ab . tinh goc giua mat phang left sab right va mat phang day . answers: 0^0 | 0^0 | 0^0 | 0^0,answers: 0^0 | 0^0 | 0^0 | 0^0
D10,"biet so phuc z = 0 + i va z_0 la hai nghiem cua phuong trinh z^0 + bz + c = 0 b,c in r . khi do modul cua so phuc text w = left overline z_0 + 0i + 0 right left overline z_0 + 0i + 0 right la: answers: left| text w right| = sqrt 0 . | left| text w right| = sqrt 0 . | left| text w right| = 0. | left| text w right| = 0.",answers: left| text w right| = sqrt 0 . | left| text w right| = sqrt 0 . | left| text w right| = 0. | left| text w right| = 0.
D07,tim gia tri cua mde ham so y = + x^0 + m + 0 x^0 + 0m + 0 datcucdaitai x = 0 . answers: m = 0 | m = 0 | m = 0 | m = 0,answers: m = 0 | m = 0 | m = 0 | m = 0
D07,"cho bang bien thien nhu hinh ve. ham so dong bien tren khoang nao answers: left + infty , + 0 right ; left + 0;0 right va left 0;0 right | left + infty ,0 right va left 0;0 right | left 0;0 right | left 0;
+ infty right","answers: left + infty , + 0 right ; left + 0;0 right va left 0;0 right | left + infty ,0 right va left 0;0 right | left 0;0 right | left 0;
+ infty right"
D05,"cho mathop lim limits_ x to + infty left frac a. left| x right| + sqrt x^0 + bx bx + 0 right = + 0 . tim dieu kien a,b answers: a + 0b + 0 = 0 | a + 0b + 0 = 0 | + a + 0b + 0 = 0 | a + 0b + 0 = 0 | dap an khac...",answers: a + 0b + 0 = 0 | a + 0b + 0 = 0 | + a + 0b + 0 = 0 | a + 0b + 0 = 0 | dap an khac...
D01,"khang dinh nao dung trong cac khang dinh sau: begin gathered left i right sin left x + y right = operatorname s text inx . cos y + cos x. sin y hfill left ii right cos left a + b right = cos a. cos b + sin a. sin b hfill left iii right cos 0x = left cos x + operatorname s text inx right left cos x + operatorname s text inx right hfill left iv right tan x. cot x = 0 hfill left v right tan left + x right = tan x hfill end gathered answers: i , iii , iv | ii , iii , iv , v | i , ii , iii , iv | iii , iv , v","answers: i , iii , iv | ii , iii , iv , v | i , ii , iii , iv | iii , iv , v"
H03,"cho hinh chop s.abcd. day la hinh binh hanh. m ? ac. mat phang p di qua m va // sa,cd.dung p . thiet dien cua hinh chop cat boi p la hinh gi ? answers: tam giac | tu giac | ngu giac | luc giac",answers: tam giac | tu giac | ngu giac | luc giac
H03,cho duong thang a nam trong mp left alpha right va duong thang b khong nam trong left alpha right . menh de nao sau day dung? answers: neu b// left alpha right thi b//a. | neu b cat left alpha right thi b cat a. | neu b//a thi b// left alpha right . | neu b cat left alpha right va mp left beta right chua b thi giao tuyen cua left alpha right va left beta right la duong thang cat ca a va b .,answers: neu b// left alpha right thi b//a. | neu b cat left alpha right thi b cat a. | neu b//a thi b// left alpha right . | neu b cat left alpha right va mp left beta right chua b thi giao tuyen cua left alpha right va left beta right la duong thang cat ca a va b .
D09,"cho ham so f x lien tuc tren mathbb r va cac tich phan int limits_0^ frac pi 0 f tan x dx = 0 va int limits_0^0 frac x^0 f x x^0 + 0 dx = 0 , tinh tich phan i = int limits_0^0 f x dx . answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
H07,trong cac mat phang sau mat phang nao song song oy answers: x + 0y + 0 = 0 | 0y + z + 0 = 0 | 0 + x + z = 0 | 0 + y = 0,answers: x + 0y + 0 = 0 | 0y + z + 0 = 0 | 0 + x + z = 0 | 0 + y = 0
H01,"cho tu dien abcd co m,n,e,f lan luot nam tren ac,ad,bc,cd. ae cat bm tai o, mn cat af tai i. khang dinh nao sau day dung? answers:oi ve net lien | left bmn right cap left acd right = mn | left bmn right cap left aef right = on | oi subset left aed right",answers:oi ve net lien | left bmn right cap left acd right = mn | left bmn right cap left aef right = on | oi subset left aed right
H06,hinh nao duoi day khong co tam doi xung? answers: tu dien deu | bat dien deu | hinh lap phuong | lang tru luc giac deu,answers: tu dien deu | bat dien deu | hinh lap phuong | lang tru luc giac deu
D02,"trong chien tranh, bon dan ten lua hoat dong doc lap cung ban vao mot muc tieu may bay b0 .biet xac suat ban trung dan lan luot la 0,0 ; 0,0 ; 0,0 ; 0,0.tinh xac suat may bay do trung dan. answers:0.0 | 0.0 | 0.0 | 0.0",answers:0.0 | 0.0 | 0.0 | 0.0
D06,dao ham cua ham so y = 0 x^0 left 0 + 0 x^0 right answers: + 0 x^0 left 0 + 0 x^0 right + left + 0x right left 0 x^0 right | 0 x^0 left 0 + 0 x^0 right + left + 0x right left 0 x^0 right | 0 x^0 left 0 + 0 x^0 right + left + 0x right left 0 x^0 right | + 0 x^0 left 0 + 0 x^0 right + left + 0x right left 0 x^0 right,answers: + 0 x^0 left 0 + 0 x^0 right + left + 0x right left 0 x^0 right | 0 x^0 left 0 + 0 x^0 right + left + 0x right left 0 x^0 right | 0 x^0 left 0 + 0 x^0 right + left + 0x right left 0 x^0 right | + 0 x^0 left 0 + 0 x^0 right + left + 0x right left 0 x^0 right
H07,"cho d: frac x + 0 0 = frac y 0 = frac z 0 va left p right x + y + 0z + 0 = 0 . phuong trinh duong thang left d' right la hinh chieu cua d len mat phang left p right . tim vecto chi phuong cua d'. answers: overrightarrow a' left 0;0;0 right | overrightarrow a' left + 0;0;0 right | overrightarrow a' left 0;0;0 right | overrightarrow a' left 0;0;
+ 0 right","answers: overrightarrow a' left 0;0;0 right | overrightarrow a' left + 0;0;0 right | overrightarrow a' left 0;0;0 right | overrightarrow a' left 0;0;
+ 0 right"
D01,"khang dinh nao sau day la sai? answers: ham so y = x^0 + cos x la ham so chan. | ham so 
 y = left| sin x + x right| + left| sin x text + x right| la ham so le. | ham so y = frac sin x x la ham so chan. | ham so y = sin x + 0 la ham so khong chan, khong le.","answers: ham so y = x^0 + cos x la ham so chan. | ham so 
 y = left| sin x + x right| + left| sin x text + x right| la ham so le. | ham so y = frac sin x x la ham so chan. | ham so y = sin x + 0 la ham so khong chan, khong le."
D07,"ham so y = 0 x^0 + 0 x^0 + 0 nghich bien tren khoang answers: mathbb r backslash left 0 right | left 0;
+ infty right | mathbb r | left + infty ;0 right","answers: mathbb r backslash left 0 right | left 0;
+ infty right | mathbb r | left + infty ;0 right"
D09,tim int 0x left x + sqrt x^0 + 0 right dx answers: frac 0 x^0 0 + frac 0 0 sqrt left x^0 + 0 right ^0 + c | sqrt x^0 + c | frac 0 x^0 0 + frac 0 0 sqrt x^0 + 0 + c | sqrt x + c,answers: frac 0 x^0 0 + frac 0 0 sqrt left x^0 + 0 right ^0 + c | sqrt x^0 + c | frac 0 x^0 0 + frac 0 0 sqrt x^0 + 0 + c | sqrt x + c
H07,"trong khong gian voi he toa do oxyz , cho duong thang d: frac x + 0 0 = frac y 0 = frac z + 0 0 va diem a 0;0;0 . phuong trinh mat phang p chua d sao cho khoang cach tu a den p la lon nhat co phuong trinh answers: x + 0y + z + 0 = 0 | x + 0y + z + 0 = 0 | x + 0y + z + 0 = 0 | x + 0y + z + 0 = 0",answers: x + 0y + z + 0 = 0 | x + 0y + z + 0 = 0 | x + 0y + z + 0 = 0 | x + 0y + z + 0 = 0
H08,"trong khong gian oxyz , cho diem e left 0;0;0 right , mat phang left p right :0x + 0y + z + 0 = 0 va mat cau left s right : left x + 0 right ^0 + left y + 0 right ^0 + left z + 0 right ^0 = 0 . goi delta la duong thang di qua e , nam trong left p right va cat left s right tai hai diem co khoang cach nho nhat. phuong trinh cua delta la answers: left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + 0t hfill end gathered right. | left begin gathered x = + 0 + 0t hfill y = + 0 + 0t hfill z = + 0 + 0t hfill end gathered right. | left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + 0t hfill end gathered right. | left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + 0t hfill end gathered right.",answers: left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + 0t hfill end gathered right. | left begin gathered x = + 0 + 0t hfill y = + 0 + 0t hfill z = + 0 + 0t hfill end gathered right. | left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + 0t hfill end gathered right. | left begin gathered x = 0 + 0t hfill y = 0 + 0t hfill z = 0 + 0t hfill end gathered right.
D10,cho phuong trinh 0 + 0 overline z = 0 + 0i . tim left| z right| answers:0 | 0 | 0 sqrt 0 | sqrt 0,answers:0 | 0 | 0 sqrt 0 | sqrt 0
D01,tim k de gia tri nho nhat cua ham so y = frac k sin x + 0 cos x + 0 lon hon + 0 answers: left| k right| < sqrt 0 | left| k right| < 0 sqrt 0 | left| k right| < sqrt 0 | left| k right| < 0 sqrt 0,answers: left| k right| < sqrt 0 | left| k right| < 0 sqrt 0 | left| k right| < sqrt 0 | left| k right| < 0 sqrt 0
D05,mathop lim limits_ x to + infty left 0x + b right sqrt frac x + a 0 x^0 + x + 0 =? va>>>i b > 0 answers:+0 | + frac 0 0 | + frac b sqrt a 0 | + frac sqrt a 0,answers:+0 | + frac 0 0 | + frac b sqrt a 0 | + frac sqrt a 0
D03,tim n ? z thoa man: c_ n + 0 ^ n + 0 + c_ n + 0 ^n > frac 0 0 a_n^0 answers: n geqslant 0 | n > 0 | 0 leqslant n leqslant 0 | n > 0,answers: n geqslant 0 | n > 0 | 0 leqslant n leqslant 0 | n > 0
H03,"cho hinh chop s.abcd. sa bot day. sa = a . day la hinh chu nhat ab = 0a,ad = a . goc giua sc va ab bang? answers: 0, 0^o | 0^o | 0, 0^o | 0, 0^o","answers: 0, 0^o | 0^o | 0, 0^o | 0, 0^o"
D08,cho phuong trinh left sqrt 0 + 0 sqrt 0 right ^ operatorname sinx + left sqrt 0 + 0 sqrt 0 right ^ sin x = 0 . hoi phuong trinh da cho co bao nhieu nghiem trong left 0;0 pi right ? answers: text 0 nghiem. | text 0 nghiem. | text 0 nghiem. | text 0 nghiem,answers: text 0 nghiem. | text 0 nghiem. | text 0 nghiem. | text 0 nghiem
H05,"cho tu dien s.abc , m va n la cac diem thuoc canh sa va sb sao cho ma = 0sm, ,sn = 0nb , left alpha right la mat phang qua mn va song song voi sc. ki hieu left h_0 right va left h_0 right la cac khoi da dien co duoc khi chia khoi tu dien sabc boi mat phang left alpha right , trong do, left h_0 right chua diem s, left h_0 right chua diem a; v_0 va v_0 lan luot la the tich cua left h_0 right va left h_0 right . tinh ti so frac v_0 v_0 . answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0",answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0
D02,mot chuong ga co 0 ga trong va 0 ga mai. hoi co bao nhieu cach lay ra 0 con ga trong do co 0 ga mai de thit an va 0 ga trong de thit lam co answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D07,cho ham so f left x right = x^0 + 0 x^0 + 0 co do thi la duong cong trong hinh ben. tim tat ca cac gia tri thuc cua tham so m de phuong trinh left| x right|^0 + 0 x^0 + 0 = m co nhieu nghiem thuc nhat answers: 0 < m < 0 | + 0 leqslant m leqslant 0 | + 0 < m < 0 | 0 leqslant m leqslant 0,answers: 0 < m < 0 | + 0 leqslant m leqslant 0 | + 0 < m < 0 | 0 leqslant m leqslant 0
D05,0 cho do thi nhu sau.tim khang dinh sai ? answers: ham so gian doan tai x=c | ham so lien tuc tren a;c | ham so lien tuc tren a;d | ham so gian doan tren a;d,answers: ham so gian doan tai x=c | ham so lien tuc tren a;c | ham so lien tuc tren a;d | ham so gian doan tren a;d
D10,tim so doi cua so phuc z = frac left 0 + 0i right ^0 left 0 + i right 0 + 0i answers: 0 + frac 0 0 i | + 0 + frac 0 0 i | 0 + frac 0 0 i | + 0 + frac 0 0 i | dap an khac...,answers: 0 + frac 0 0 i | + 0 + frac 0 0 i | 0 + frac 0 0 i | + 0 + frac 0 0 i | dap an khac...
D07,"cho ham so y = x^0 + 0 x^0 , , left c right tim m de phuong trinh sau vo nghiem m = left| x right|^0 + 0 x^0 + 0 answers: m < + 0 | m < + 0 | m < + 0 | m < + 0",answers: m < + 0 | m < + 0 | m < + 0 | m < + 0
